model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,GW,horizon
LightGBMXT,-1.5285139756327029,mean_absolute_error,0.2611517906188965,141.6969394683838,0.2611517906188965,141.6969394683838,1,True,3,5,3
WeightedEnsemble_L2,-1.5285139756327029,mean_absolute_error,0.2618138790130615,142.5282440185547,0.0006620883941650391,0.8313045501708984,2,True,5,5,3
LightGBM,-1.535242056334205,mean_absolute_error,0.3378903865814209,106.30678272247314,0.3378903865814209,106.30678272247314,1,True,4,5,3
KNeighborsUnif,-1.817840002322197,mean_absolute_error,3.184457778930664,4.859004020690918,3.184457778930664,4.859004020690918,1,True,1,5,3
KNeighborsDist,-1.8305433903886577,mean_absolute_error,3.659219264984131,4.1313910484313965,3.659219264984131,4.1313910484313965,1,True,2,5,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,135.91001844406128,,0.8313045501708984,2,True,10,5,3
LightGBM_FULL,,mean_absolute_error,,94.07023549079895,,94.07023549079895,1,True,9,5,3
LightGBMXT_FULL,,mean_absolute_error,,135.07871389389038,,135.07871389389038,1,True,8,5,3
KNeighborsUnif_FULL,,mean_absolute_error,,4.237128257751465,,4.237128257751465,1,True,6,5,3
KNeighborsDist_FULL,,mean_absolute_error,,3.83601450920105,,3.83601450920105,1,True,7,5,3
LightGBMXT,-1.5923711531799811,mean_absolute_error,0.651806116104126,255.69939613342285,0.651806116104126,255.69939613342285,1,True,3,5,4
WeightedEnsemble_L2,-1.5923711531799811,mean_absolute_error,0.6525039672851562,256.2902452945709,0.0006978511810302734,0.5908491611480713,2,True,4,5,4
KNeighborsDist,-1.8532128408394755,mean_absolute_error,4.146867513656616,8.70046854019165,4.146867513656616,8.70046854019165,1,True,2,5,4
KNeighborsUnif,-1.8584000017940998,mean_absolute_error,5.172342538833618,3.7753965854644775,5.172342538833618,3.7753965854644775,1,True,1,5,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,358.9321713447571,,0.5908491611480713,2,True,8,5,4
LightGBMXT_FULL,,mean_absolute_error,,358.341322183609,,358.341322183609,1,True,7,5,4
KNeighborsUnif_FULL,,mean_absolute_error,,4.378367185592651,,4.378367185592651,1,True,5,5,4
KNeighborsDist_FULL,,mean_absolute_error,,3.29305100440979,,3.29305100440979,1,True,6,5,4
WeightedEnsemble_L2,-1.6085274294484173,mean_absolute_error,4.998153924942017,256.11011838912964,0.0009629726409912109,0.30051755905151367,2,True,4,5,5
LightGBMXT,-1.6105388695086322,mean_absolute_error,0.3334619998931885,251.53400301933289,0.3334619998931885,251.53400301933289,1,True,3,5,5
KNeighborsDist,-1.8247507963299752,mean_absolute_error,4.663728952407837,4.275597810745239,4.663728952407837,4.275597810745239,1,True,2,5,5
KNeighborsUnif,-1.8268800013303756,mean_absolute_error,3.7504608631134033,5.458684921264648,3.7504608631134033,5.458684921264648,1,True,1,5,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,287.98978066444397,,0.30051755905151367,2,True,8,5,5
LightGBMXT_FULL,,mean_absolute_error,,282.31724643707275,,282.31724643707275,1,True,7,5,5
KNeighborsUnif_FULL,,mean_absolute_error,,11.157533884048462,,11.157533884048462,1,True,5,5,5
KNeighborsDist_FULL,,mean_absolute_error,,5.372016668319702,,5.372016668319702,1,True,6,5,5
LightGBMXT,-1.6235495164003224,mean_absolute_error,0.21535444259643555,255.76777577400208,0.21535444259643555,255.76777577400208,1,True,3,5,6
WeightedEnsemble_L2,-1.6235495164003224,mean_absolute_error,0.2159874439239502,256.71958017349243,0.0006330013275146484,0.9518043994903564,2,True,4,5,6
KNeighborsUnif,-1.8760800018191337,mean_absolute_error,4.247420787811279,5.53807258605957,4.247420787811279,5.53807258605957,1,True,1,5,6
KNeighborsDist,-1.886360513739417,mean_absolute_error,3.847912311553955,11.190631628036499,3.847912311553955,11.190631628036499,1,True,2,5,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,223.4126477241516,,0.9518043994903564,2,True,8,5,6
LightGBMXT_FULL,,mean_absolute_error,,222.46084332466125,,222.46084332466125,1,True,7,5,6
KNeighborsUnif_FULL,,mean_absolute_error,,4.157243728637695,,4.157243728637695,1,True,5,5,6
KNeighborsDist_FULL,,mean_absolute_error,,3.70712947845459,,3.70712947845459,1,True,6,5,6
LightGBMXT,-1.3951096166474513,mean_absolute_error,0.7041819095611572,177.38302659988403,0.7041819095611572,177.38302659988403,1,True,3,6,1
WeightedEnsemble_L2,-1.3951096166474513,mean_absolute_error,0.704974889755249,178.31544947624207,0.0007929801940917969,0.9324228763580322,2,True,5,6,1
LightGBM,-1.4045549603417515,mean_absolute_error,0.25909423828125,103.942067861557,0.25909423828125,103.942067861557,1,True,4,6,1
KNeighborsUnif,-1.6775200008273126,mean_absolute_error,0.7813119888305664,0.6648550033569336,0.7813119888305664,0.6648550033569336,1,True,1,6,1
KNeighborsDist,-1.6791711215808987,mean_absolute_error,0.8070247173309326,1.739630937576294,0.8070247173309326,1.739630937576294,1,True,2,6,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,253.18869042396545,,0.9324228763580322,2,True,10,6,1
LightGBM_FULL,,mean_absolute_error,,53.410221099853516,,53.410221099853516,1,True,9,6,1
LightGBMXT_FULL,,mean_absolute_error,,252.25626754760742,,252.25626754760742,1,True,8,6,1
KNeighborsUnif_FULL,,mean_absolute_error,,3.2359821796417236,,3.2359821796417236,1,True,6,6,1
KNeighborsDist_FULL,,mean_absolute_error,,4.059824705123901,,4.059824705123901,1,True,7,6,1
LightGBMXT,-1.547761557582766,mean_absolute_error,0.16609978675842285,182.19734644889832,0.16609978675842285,182.19734644889832,1,True,3,6,2
WeightedEnsemble_L2,-1.547761557582766,mean_absolute_error,0.16698980331420898,186.06385493278503,0.0008900165557861328,3.8665084838867188,2,True,4,6,2
KNeighborsUnif,-1.7887199995815755,mean_absolute_error,11.96173095703125,10.030082941055298,11.96173095703125,10.030082941055298,1,True,1,6,2
KNeighborsDist,-1.8005936778940261,mean_absolute_error,20.876325607299805,11.146762371063232,20.876325607299805,11.146762371063232,1,True,2,6,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,190.81748175621033,,3.8665084838867188,2,True,8,6,2
LightGBMXT_FULL,,mean_absolute_error,,186.9509732723236,,186.9509732723236,1,True,7,6,2
KNeighborsUnif_FULL,,mean_absolute_error,,23.18925189971924,,23.18925189971924,1,True,5,6,2
KNeighborsDist_FULL,,mean_absolute_error,,29.213223218917847,,29.213223218917847,1,True,6,6,2
LightGBMXT,-1.5982208340346813,mean_absolute_error,0.04597663879394531,160.5248556137085,0.04597663879394531,160.5248556137085,1,True,3,6,3
WeightedEnsemble_L2,-1.5982208340346813,mean_absolute_error,0.04711341857910156,160.93419694900513,0.00113677978515625,0.40934133529663086,2,True,4,6,3
KNeighborsUnif,-1.8348800002276897,mean_absolute_error,7.837566614151001,9.830694913864136,7.837566614151001,9.830694913864136,1,True,1,6,3
KNeighborsDist,-1.8513526309072972,mean_absolute_error,5.368084907531738,5.111377716064453,5.368084907531738,5.111377716064453,1,True,2,6,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,149.90367913246155,,0.40934133529663086,2,True,8,6,3
LightGBMXT_FULL,,mean_absolute_error,,149.49433779716492,,149.49433779716492,1,True,7,6,3
KNeighborsUnif_FULL,,mean_absolute_error,,14.189405918121338,,14.189405918121338,1,True,5,6,3
KNeighborsDist_FULL,,mean_absolute_error,,26.929064750671387,,26.929064750671387,1,True,6,6,3
LightGBMXT,-1.5699795389393345,mean_absolute_error,1.4620275497436523,224.5685796737671,1.4620275497436523,224.5685796737671,1,True,3,6,4
WeightedEnsemble_L2,-1.5699795389393345,mean_absolute_error,1.4626379013061523,225.88902688026428,0.0006103515625,1.3204472064971924,2,True,4,6,4
KNeighborsUnif,-1.8509599978923799,mean_absolute_error,19.982123374938965,5.857497453689575,19.982123374938965,5.857497453689575,1,True,1,6,4
KNeighborsDist,-1.8614697458773852,mean_absolute_error,3.692678928375244,9.724334001541138,3.692678928375244,9.724334001541138,1,True,2,6,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,163.07793045043945,,1.3204472064971924,2,True,8,6,4
LightGBMXT_FULL,,mean_absolute_error,,161.75748324394226,,161.75748324394226,1,True,7,6,4
KNeighborsUnif_FULL,,mean_absolute_error,,9.695311784744263,,9.695311784744263,1,True,5,6,4
KNeighborsDist_FULL,,mean_absolute_error,,8.324110269546509,,8.324110269546509,1,True,6,6,4
LightGBMXT,-1.5964454474970697,mean_absolute_error,0.6979422569274902,226.43484210968018,0.6979422569274902,226.43484210968018,1,True,3,6,5
WeightedEnsemble_L2,-1.5964454474970697,mean_absolute_error,0.69858717918396,228.17662477493286,0.0006449222564697266,1.7417826652526855,2,True,4,6,5
KNeighborsUnif,-1.863919999116659,mean_absolute_error,3.9185736179351807,7.118183612823486,3.9185736179351807,7.118183612823486,1,True,1,6,5
KNeighborsDist,-1.8775915353770367,mean_absolute_error,15.734156847000122,6.451590299606323,15.734156847000122,6.451590299606323,1,True,2,6,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,247.18147921562195,,1.7417826652526855,2,True,8,6,5
LightGBMXT_FULL,,mean_absolute_error,,245.43969655036926,,245.43969655036926,1,True,7,6,5
KNeighborsUnif_FULL,,mean_absolute_error,,18.570512294769287,,18.570512294769287,1,True,5,6,5
KNeighborsDist_FULL,,mean_absolute_error,,26.47390341758728,,26.47390341758728,1,True,6,6,5
LightGBMXT,-1.6217407056747004,mean_absolute_error,0.19039201736450195,244.18948554992676,0.19039201736450195,244.18948554992676,1,True,3,6,6
WeightedEnsemble_L2,-1.6217407056747004,mean_absolute_error,0.19107985496520996,247.4190490245819,0.0006878376007080078,3.2295634746551514,2,True,4,6,6
KNeighborsUnif,-1.8902399991810321,mean_absolute_error,5.757145404815674,5.82538628578186,5.757145404815674,5.82538628578186,1,True,1,6,6
KNeighborsDist,-1.9136908854516224,mean_absolute_error,4.275763273239136,11.362159490585327,4.275763273239136,11.362159490585327,1,True,2,6,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,172.25072121620178,,3.2295634746551514,2,True,8,6,6
LightGBMXT_FULL,,mean_absolute_error,,169.02115774154663,,169.02115774154663,1,True,7,6,6
KNeighborsUnif_FULL,,mean_absolute_error,,24.77907085418701,,24.77907085418701,1,True,5,6,6
KNeighborsDist_FULL,,mean_absolute_error,,12.115153074264526,,12.115153074264526,1,True,6,6,6
WeightedEnsemble_L2,-1.4261824313419638,mean_absolute_error,1.5220813751220703,282.66959524154663,0.002121448516845703,0.8167622089385986,2,True,5,7,1
LightGBMXT,-1.4262888503461435,mean_absolute_error,0.5105791091918945,110.63996648788452,0.5105791091918945,110.63996648788452,1,True,3,7,1
LightGBM,-1.4346082703394816,mean_absolute_error,1.00938081741333,171.2128665447235,1.00938081741333,171.2128665447235,1,True,4,7,1
KNeighborsUnif,-1.6798400018811226,mean_absolute_error,0.8556628227233887,0.6444375514984131,0.8556628227233887,0.6444375514984131,1,True,1,7,1
KNeighborsDist,-1.696168547007907,mean_absolute_error,0.6024243831634521,1.6944565773010254,0.6024243831634521,1.6944565773010254,1,True,2,7,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,439.563227891922,,0.8167622089385986,2,True,10,7,1
LightGBM_FULL,,mean_absolute_error,,167.0734944343567,,167.0734944343567,1,True,9,7,1
LightGBMXT_FULL,,mean_absolute_error,,271.6729712486267,,271.6729712486267,1,True,8,7,1
KNeighborsUnif_FULL,,mean_absolute_error,,4.157843351364136,,4.157843351364136,1,True,6,7,1
KNeighborsDist_FULL,,mean_absolute_error,,10.547067403793335,,10.547067403793335,1,True,7,7,1
LightGBMXT,-1.4390948114030062,mean_absolute_error,0.31797003746032715,179.90581583976746,0.31797003746032715,179.90581583976746,1,True,3,7,2
WeightedEnsemble_L2,-1.4390948114030062,mean_absolute_error,0.319089412689209,180.93444919586182,0.001119375228881836,1.0286333560943604,2,True,4,7,2
KNeighborsUnif,-1.732160000896454,mean_absolute_error,4.970664978027344,7.16979718208313,4.970664978027344,7.16979718208313,1,True,1,7,2
KNeighborsDist,-1.7434647994421422,mean_absolute_error,8.741536140441895,7.977720737457275,8.741536140441895,7.977720737457275,1,True,2,7,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,181.0783634185791,,1.0286333560943604,2,True,8,7,2
LightGBMXT_FULL,,mean_absolute_error,,180.04973006248474,,180.04973006248474,1,True,7,7,2
KNeighborsUnif_FULL,,mean_absolute_error,,11.268643617630005,,11.268643617630005,1,True,5,7,2
KNeighborsDist_FULL,,mean_absolute_error,,20.148791313171387,,20.148791313171387,1,True,6,7,2
LightGBMXT,-1.592341117554903,mean_absolute_error,1.0754351615905762,182.47274565696716,1.0754351615905762,182.47274565696716,1,True,3,7,3
WeightedEnsemble_L2,-1.592341117554903,mean_absolute_error,1.0798969268798828,184.44021916389465,0.004461765289306641,1.9674735069274902,2,True,4,7,3
KNeighborsUnif,-1.8349600007772446,mean_absolute_error,6.1871185302734375,4.501992464065552,6.1871185302734375,4.501992464065552,1,True,1,7,3
KNeighborsDist,-1.8389038687243127,mean_absolute_error,13.272848129272461,23.99863576889038,13.272848129272461,23.99863576889038,1,True,2,7,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,102.94045233726501,,1.9674735069274902,2,True,8,7,3
LightGBMXT_FULL,,mean_absolute_error,,100.97297883033752,,100.97297883033752,1,True,7,7,3
KNeighborsUnif_FULL,,mean_absolute_error,,8.970125913619995,,8.970125913619995,1,True,5,7,3
KNeighborsDist_FULL,,mean_absolute_error,,8.682363748550415,,8.682363748550415,1,True,6,7,3
LightGBMXT,-1.5698230505333282,mean_absolute_error,0.5324325561523438,185.42818880081177,0.5324325561523438,185.42818880081177,1,True,3,7,4
WeightedEnsemble_L2,-1.5698230505333282,mean_absolute_error,0.5332400798797607,187.31255078315735,0.0008075237274169922,1.884361982345581,2,True,4,7,4
KNeighborsUnif,-1.8057600021362306,mean_absolute_error,12.623727560043335,5.912071228027344,12.623727560043335,5.912071228027344,1,True,1,7,4
KNeighborsDist,-1.8209341109663248,mean_absolute_error,9.03262710571289,8.035147666931152,9.03262710571289,8.035147666931152,1,True,2,7,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,137.7484631538391,,1.884361982345581,2,True,8,7,4
LightGBMXT_FULL,,mean_absolute_error,,135.86410117149353,,135.86410117149353,1,True,7,7,4
KNeighborsUnif_FULL,,mean_absolute_error,,5.035428762435913,,5.035428762435913,1,True,5,7,4
KNeighborsDist_FULL,,mean_absolute_error,,4.684151887893677,,4.684151887893677,1,True,6,7,4
LightGBMXT,-1.608480878310818,mean_absolute_error,0.7240509986877441,259.2100419998169,0.7240509986877441,259.2100419998169,1,True,3,7,5
WeightedEnsemble_L2,-1.608480878310818,mean_absolute_error,0.7247202396392822,260.47934079170227,0.0006692409515380859,1.269298791885376,2,True,4,7,5
KNeighborsUnif,-1.8661600007772445,mean_absolute_error,11.162243843078613,7.603471279144287,11.162243843078613,7.603471279144287,1,True,1,7,5
KNeighborsDist,-1.8720547956895084,mean_absolute_error,4.298319101333618,5.879457712173462,4.298319101333618,5.879457712173462,1,True,2,7,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,202.35011792182922,,1.269298791885376,2,True,8,7,5
LightGBMXT_FULL,,mean_absolute_error,,201.08081912994385,,201.08081912994385,1,True,7,7,5
KNeighborsUnif_FULL,,mean_absolute_error,,7.319976091384888,,7.319976091384888,1,True,5,7,5
KNeighborsDist_FULL,,mean_absolute_error,,10.188098907470703,,10.188098907470703,1,True,6,7,5
LightGBMXT,-1.6671716716874856,mean_absolute_error,0.8308906555175781,169.75752186775208,0.8308906555175781,169.75752186775208,1,True,3,7,6
WeightedEnsemble_L2,-1.6671716716874856,mean_absolute_error,0.8323280811309814,170.2397518157959,0.0014374256134033203,0.48222994804382324,2,True,4,7,6
KNeighborsUnif,-1.952640000551939,mean_absolute_error,22.39219903945923,38.501436948776245,22.39219903945923,38.501436948776245,1,True,1,7,6
KNeighborsDist,-1.9707459661053495,mean_absolute_error,9.004061460494995,11.954154253005981,9.004061460494995,11.954154253005981,1,True,2,7,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,182.61079573631287,,0.48222994804382324,2,True,8,7,6
LightGBMXT_FULL,,mean_absolute_error,,182.12856578826904,,182.12856578826904,1,True,7,7,6
KNeighborsUnif_FULL,,mean_absolute_error,,17.115975856781006,,17.115975856781006,1,True,5,7,6
KNeighborsDist_FULL,,mean_absolute_error,,3.74082350730896,,3.74082350730896,1,True,6,7,6
LightGBMXT,-1.4474760559784015,mean_absolute_error,0.32004237174987793,264.2278914451599,0.32004237174987793,264.2278914451599,1,True,3,8,1
WeightedEnsemble_L2,-1.4474760559784015,mean_absolute_error,0.32776451110839844,264.64032077789307,0.007722139358520508,0.4124293327331543,2,True,4,8,1
KNeighborsUnif,-1.7452800002396107,mean_absolute_error,2.315464735031128,1.159348964691162,2.315464735031128,1.159348964691162,1,True,1,8,1
KNeighborsDist,-1.7561552044533193,mean_absolute_error,7.371171474456787,9.499382495880127,7.371171474456787,9.499382495880127,1,True,2,8,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,292.3020992279053,,0.4124293327331543,2,True,8,8,1
LightGBMXT_FULL,,mean_absolute_error,,291.8896698951721,,291.8896698951721,1,True,7,8,1
KNeighborsUnif_FULL,,mean_absolute_error,,2.9643678665161133,,2.9643678665161133,1,True,5,8,1
KNeighborsDist_FULL,,mean_absolute_error,,5.720093727111816,,5.720093727111816,1,True,6,8,1
WeightedEnsemble_L2,-1.469397798192501,mean_absolute_error,6.243258476257324,152.1144347190857,0.0008673667907714844,0.8370506763458252,2,True,4,8,2
LightGBMXT,-1.4727572942256928,mean_absolute_error,0.39159417152404785,118.95043778419495,0.39159417152404785,118.95043778419495,1,True,3,8,2
KNeighborsDist,-1.6653356025867163,mean_absolute_error,5.850796937942505,32.32694625854492,5.850796937942505,32.32694625854492,1,True,2,8,2
KNeighborsUnif,-1.6741599994242191,mean_absolute_error,14.552558422088623,24.189915895462036,14.552558422088623,24.189915895462036,1,True,1,8,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,95.55781507492065,,0.8370506763458252,2,True,8,8,2
LightGBMXT_FULL,,mean_absolute_error,,76.98889493942261,,76.98889493942261,1,True,7,8,2
KNeighborsUnif_FULL,,mean_absolute_error,,19.798868894577026,,19.798868894577026,1,True,5,8,2
KNeighborsDist_FULL,,mean_absolute_error,,17.73186945915222,,17.73186945915222,1,True,6,8,2
LightGBMXT,-1.5545236248582601,mean_absolute_error,2.4861321449279785,163.66170048713684,2.4861321449279785,163.66170048713684,1,True,3,8,3
WeightedEnsemble_L2,-1.5545236248582601,mean_absolute_error,2.4907286167144775,164.66496014595032,0.0045964717864990234,1.0032596588134766,2,True,4,8,3
KNeighborsUnif,-1.8145600018918515,mean_absolute_error,15.938151836395264,25.599884510040283,15.938151836395264,25.599884510040283,1,True,1,8,3
KNeighborsDist,-1.8351809240507893,mean_absolute_error,17.25185489654541,13.539275884628296,17.25185489654541,13.539275884628296,1,True,2,8,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,164.09054231643677,,1.0032596588134766,2,True,8,8,3
LightGBMXT_FULL,,mean_absolute_error,,163.0872826576233,,163.0872826576233,1,True,7,8,3
KNeighborsUnif_FULL,,mean_absolute_error,,21.92354154586792,,21.92354154586792,1,True,5,8,3
KNeighborsDist_FULL,,mean_absolute_error,,20.861961364746094,,20.861961364746094,1,True,6,8,3
LightGBMXT,-1.5837847411233932,mean_absolute_error,1.1252479553222656,202.8332109451294,1.1252479553222656,202.8332109451294,1,True,3,8,4
WeightedEnsemble_L2,-1.5837847411233932,mean_absolute_error,1.1258745193481445,206.15043759346008,0.0006265640258789062,3.3172266483306885,2,True,4,8,4
KNeighborsUnif,-1.8767200005412101,mean_absolute_error,11.028488874435425,9.285341501235962,11.028488874435425,9.285341501235962,1,True,1,8,4
KNeighborsDist,-1.8868762936014682,mean_absolute_error,13.429615020751953,11.388784646987915,13.429615020751953,11.388784646987915,1,True,2,8,4
