Season,Player Name,GW,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,match_identifier
2021-22,Edouard Mendy,31,0,0,0.0,90,GK,Chelsea,Brentford,1,4,2022-04-02,6880,2021,0,0.0,0,0,0,0.0,0.0,0.0,16683
2021-22,Edouard Mendy,29,0,0,0.0,90,GK,Chelsea,Newcastle United,1,0,2022-03-13,6880,2021,0,0.0,0,0,0,0.0,0.378262996673584,0.378262996673584,16659
2021-22,Edouard Mendy,28,0,0,0.0,90,GK,Norwich,Chelsea,1,3,2022-03-10,6880,2021,0,0.0,0,0,0,0.0,0.37220001220703125,0.37220001220703125,16672
2021-22,Edouard Mendy,28,0,0,0.0,90,GK,Burnley,Chelsea,0,4,2022-03-05,6880,2021,0,0.0,0,0,0,0.0,0.13376599550247192,0.13376599550247192,16647
2021-22,Edouard Mendy,26,0,0,0.0,90,GK,Crystal Palace,Chelsea,0,1,2022-02-19,6880,2021,0,0.0,0,0,0,0.0,0.020652199164032936,0.020652199164032936,16629
2021-22,Edouard Mendy,21,0,0,0.0,90,GK,Chelsea,Liverpool,2,2,2022-01-02,6880,2021,0,0.0,0,0,0,0.0,0.0,0.0,16578
2021-22,Edouard Mendy,20,0,0,0.0,90,GK,Chelsea,Brighton,1,1,2021-12-29,6880,2021,0,0.0,0,0,0,0.0,0.0,0.0,16568
2021-22,Edouard Mendy,19,0,0,0.0,90,GK,Aston Villa,Chelsea,1,3,2021-12-26,6880,2021,0,0.0,0,0,0,0.0,0.29172301292419434,0.29172301292419434,16556
2021-22,Edouard Mendy,18,0,0,0.0,90,GK,Wolverhampton Wanderers,Chelsea,0,0,2021-12-19,6880,2021,0,0.0,0,0,0,0.0,0.36177200078964233,0.36177200078964233,16555
2021-22,Edouard Mendy,17,0,0,0.0,90,GK,Chelsea,Everton,1,1,2021-12-16,6880,2021,0,0.0,0,0,0,0.0,0.14107799530029297,0.14107799530029297,16543
2021-22,Edouard Mendy,16,0,0,0.0,90,GK,Chelsea,Leeds,3,2,2021-12-11,6880,2021,0,0.0,0,0,0,0.0,0.0,0.0,16530
2021-22,Edouard Mendy,15,0,0,0.0,90,GK,West Ham,Chelsea,3,2,2021-12-04,6880,2021,0,0.0,0,0,0,0.0,0.07948730140924454,0.07948730140924454,16524
2021-22,Edouard Mendy,14,0,0,0.0,90,GK,Watford,Chelsea,1,2,2021-12-01,6880,2021,0,0.0,0,0,0,0.0,0.0,0.0,16509
2021-22,Edouard Mendy,13,0,0,0.0,90,GK,Chelsea,Manchester United,1,1,2021-11-28,6880,2021,0,0.0,0,0,0,0.0,0.07753980159759521,0.07753980159759521,16500
2021-22,Edouard Mendy,12,0,0,0.0,90,GK,Leicester,Chelsea,0,3,2021-11-20,6880,2021,0,0.0,0,0,0,0.0,0.07791239768266678,0.07791239768266678,16488
2021-22,Edouard Mendy,11,0,0,0.0,90,GK,Chelsea,Burnley,1,1,2021-11-06,6880,2021,0,0.0,0,0,0,0.0,0.4968569874763489,0.4968569874763489,16479
2021-22,Edouard Mendy,10,0,0,0.0,90,GK,Newcastle United,Chelsea,0,3,2021-10-30,6880,2021,0,0.0,0,0,0,0.0,0.0,0.0,16471
2021-22,Edouard Mendy,9,0,0,0.0,90,GK,Chelsea,Norwich,7,0,2021-10-23,6880,2021,0,0.0,0,0,0,0.0,0.143436998128891,0.143436998128891,16459
2021-22,Edouard Mendy,8,0,0,0.0,90,GK,Brentford,Chelsea,0,1,2021-10-16,6880,2021,0,0.0,0,0,0,0.0,0.0,0.0,16448
2021-22,Edouard Mendy,7,0,0,0.0,90,GK,Chelsea,Southampton,3,1,2021-10-02,6880,2021,0,0.0,0,0,0,0.0,0.08629439771175385,0.08629439771175385,16438
2021-22,Edouard Mendy,6,0,0,0.0,90,GK,Chelsea,Manchester City,0,1,2021-09-25,6880,2021,0,0.0,0,0,0,0.0,0.0537802018225193,0.0537802018225193,16426
2021-22,Edouard Mendy,4,0,0,0.0,90,GK,Chelsea,Aston Villa,3,0,2021-09-11,6880,2021,0,0.0,0,0,0,0.0,0.7289739847183228,0.7289739847183228,16413
2021-22,Edouard Mendy,3,0,0,0.0,90,GK,Liverpool,Chelsea,1,1,2021-08-28,6880,2021,0,0.0,0,0,0,0.0,0.10192099958658218,0.10192099958658218,16402
2021-22,Edouard Mendy,2,0,0,0.0,90,GK,Arsenal,Chelsea,0,2,2021-08-22,6880,2021,0,0.0,0,0,0,0.0,0.704243004322052,0.704243004322052,16394
2021-22,Edouard Mendy,1,0,0,0.0,90,GK,Chelsea,Crystal Palace,3,0,2021-08-14,6880,2021,0,0.0,0,0,0,0.0,0.07581830024719238,0.07581830024719238,16379
2021-22,Ryan Fredericks,35,0,0,0.0,90,DL,West Ham,Arsenal,1,2,2022-05-01,6891,2021,0,0.0,0,0,0,0.0,0.2696560025215149,0.2696560025215149,16717
2021-22,Ryan Fredericks,31,0,0,0.0,90,DR,West Ham,Everton,2,1,2022-04-03,6891,2021,0,0.06303860247135162,0,1,0,0.0,0.15773999691009521,0.15773999691009521,16677
2021-22,Ryan Fredericks,29,0,0,0.0,27,Sub,West Ham,Aston Villa,2,1,2022-03-13,6891,2021,0,0.0,0,0,0,0.0,0.1230819970369339,0.1230819970369339,16665
2021-22,Ryan Fredericks,26,0,0,0.0,48,DR,West Ham,Newcastle United,1,1,2022-02-19,6891,2021,0,0.053574301302433014,0,1,0,0.0,0.053574301302433014,0.0,16634
2021-22,Ryan Fredericks,25,0,0,0.0,20,Sub,Leicester,West Ham,2,2,2022-02-13,6891,2021,0,0.0,0,0,0,0.0,0.0,0.0,16620
2021-22,Ryan Fredericks,23,0,0,0.0,20,Sub,Manchester United,West Ham,1,0,2022-01-22,6891,2021,0,0.0,0,0,0,0.0,0.0,0.0,16603
2021-22,Ryan Fredericks,1,0,0,0.0,1,Sub,Newcastle United,West Ham,2,4,2021-08-15,6891,2021,0,0.0,0,0,0,0.0,0.0,0.0,16384
2021-22,Mohammed Salisu,38,0,0,0.0,90,DL,Leicester,Southampton,4,1,2022-05-22,6923,2021,0,0.0,0,0,0,0.0,0.0,0.0,16752
2021-22,Mohammed Salisu,37,0,0,0.0,90,DC,Southampton,Liverpool,1,2,2022-05-17,6923,2021,0,0.01693359948694706,0,1,0,0.0,0.01693359948694706,0.0,16740
2021-22,Mohammed Salisu,36,0,2,0.047550201416015625,90,DC,Brentford,Southampton,3,0,2022-05-07,6923,2021,0,0.0,0,0,0,0.047550201416015625,0.1791040003299713,0.1791040003299713,16734
2021-22,Mohammed Salisu,35,0,0,0.0,90,DC,Southampton,Crystal Palace,1,2,2022-04-30,6923,2021,0,0.0,0,0,0,0.0,0.16186800599098206,0.16186800599098206,16720
2021-22,Mohammed Salisu,34,0,1,0.07986350357532501,90,DC,Brighton,Southampton,2,2,2022-04-24,6923,2021,0,0.0,0,0,0,0.07986350357532501,0.06686429679393768,0.06686429679393768,16713
2021-22,Mohammed Salisu,32,0,0,0.0,90,DC,Southampton,Chelsea,0,6,2022-04-09,6923,2021,0,0.0,0,0,0,0.0,0.0,0.0,16687
2021-22,Mohammed Salisu,31,0,0,0.0,90,DC,Leeds,Southampton,1,1,2022-04-02,6923,2021,0,0.0,0,0,0,0.0,0.6681479811668396,0.6681479811668396,16681
2021-22,Mohammed Salisu,29,0,4,0.28418999910354614,90,DC,Southampton,Watford,1,2,2022-03-13,6923,2021,0,0.0,0,0,0,0.28418999910354614,0.0951484963297844,0.0951484963297844,16664
2021-22,Mohammed Salisu,28,0,2,0.4256789982318878,90,DC,Southampton,Newcastle United,1,2,2022-03-10,6923,2021,0,0.0,0,0,0,0.4256789982318878,0.04932050034403801,0.04932050034403801,16584
2021-22,Mohammed Salisu,27,0,1,0.03645339980721474,90,DC,Southampton,Norwich,2,0,2022-02-25,6923,2021,0,0.0,0,0,0,0.03645339980721474,0.08155050128698349,0.08155050128698349,16644
2021-22,Mohammed Salisu,26,0,0,0.0,90,DC,Southampton,Everton,2,0,2022-02-19,6923,2021,0,0.0,0,0,0,0.0,0.47216498851776123,0.47216498851776123,16633
2021-22,Mohammed Salisu,25,0,0,0.0,90,DC,Manchester United,Southampton,1,1,2022-02-12,6923,2021,0,0.0,0,0,0,0.0,0.3376309871673584,0.3376309871673584,16621
2021-22,Mohammed Salisu,24,0,2,0.125559002161026,90,DC,Tottenham,Southampton,2,3,2022-02-09,6923,2021,0,0.0,0,0,0,0.125559002161026,0.07076159864664078,0.07076159864664078,16613
2021-22,Mohammed Salisu,23,0,1,0.010827199555933475,90,DC,Southampton,Manchester City,1,1,2022-01-22,6923,2021,0,0.0,0,0,0,0.010827199555933475,0.0,0.0,16604
2021-22,Mohammed Salisu,22,0,2,0.3395659923553467,90,DC,Wolverhampton Wanderers,Southampton,3,1,2022-01-15,6923,2021,0,0.13346999883651733,0,2,0,0.3395659923553467,0.28264498710632324,0.28264498710632324,16595
2021-22,Mohammed Salisu,21,0,0,0.0,90,DC,Southampton,Brentford,4,1,2022-01-11,6923,2021,0,0.012773299589753151,0,1,0,0.0,0.48728400468826294,0.4745109975337982,16551
2021-22,Mohammed Salisu,20,0,0,0.0,38,DC,Southampton,Tottenham,1,1,2021-12-28,6923,2021,0,0.0,0,0,0,0.0,0.13010400533676147,0.13010400533676147,16575
2021-22,Mohammed Salisu,19,0,0,0.0,90,DC,West Ham,Southampton,2,3,2021-12-26,6923,2021,0,0.0,0,0,0,0.0,0.2967909872531891,0.2967909872531891,16564
2021-22,Mohammed Salisu,17,0,0,0.0,90,DC,Crystal Palace,Southampton,2,2,2021-12-15,6923,2021,0,0.0,0,0,0,0.0,0.01791759952902794,0.01791759952902794,16542
2021-22,Mohammed Salisu,15,0,1,0.0707131028175354,90,DC,Southampton,Brighton,1,1,2021-12-04,6923,2021,0,0.03662699833512306,0,1,0,0.0707131028175354,0.07120340317487717,0.07120340317487717,16521
2021-22,Mohammed Salisu,14,0,2,0.19912399351596832,90,DC,Southampton,Leicester,2,2,2021-12-01,6923,2021,0,0.0,0,0,0,0.19912399351596832,0.023409100249409676,0.023409100249409676,16514
2021-22,Mohammed Salisu,13,0,0,0.0,90,DC,Liverpool,Southampton,4,0,2021-11-27,6923,2021,0,0.0,0,0,0,0.0,0.4188539981842041,0.4188539981842041,16503
2021-22,Mohammed Salisu,12,0,1,0.012209500186145306,90,DC,Norwich,Southampton,2,1,2021-11-20,6923,2021,0,0.0,0,0,0,0.012209500186145306,0.39953601360321045,0.3873269855976105,16492
2021-22,Mohammed Salisu,11,0,1,0.017086999490857124,90,DC,Southampton,Aston Villa,1,0,2021-11-05,6923,2021,0,0.0,0,0,0,0.017086999490857124,0.12437500059604645,0.12437500059604645,16484
2021-22,Mohammed Salisu,10,0,0,0.0,90,DC,Watford,Southampton,0,1,2021-10-30,6923,2021,0,0.0,0,0,0,0.0,1.4228999614715576,1.4228999614715576,16474
2021-22,Mohammed Salisu,9,0,0,0.0,90,DC,Southampton,Burnley,2,2,2021-10-23,6923,2021,0,0.0,0,0,0,0.0,0.2671720087528229,0.2671720087528229,16464
2021-22,Mohammed Salisu,8,0,2,0.054020799696445465,90,DC,Southampton,Leeds,1,0,2021-10-16,6923,2021,0,0.09379450231790543,0,1,0,0.054020799696445465,0.17415399849414825,0.06648969650268555,16454
2021-22,Mohammed Salisu,7,0,0,0.0,90,DC,Chelsea,Southampton,3,1,2021-10-02,6923,2021,0,0.0,0,0,0,0.0,0.021903200075030327,0.021903200075030327,16438
2021-22,Mohammed Salisu,6,0,0,0.0,90,DC,Southampton,Wolverhampton Wanderers,0,1,2021-09-26,6923,2021,0,0.1104779988527298,0,1,0,0.0,0.13375699520111084,0.13375699520111084,16433
2021-22,Mohammed Salisu,5,0,0,0.0,54,Sub,Manchester City,Southampton,0,0,2021-09-18,6923,2021,0,0.0,0,0,0,0.0,0.15281400084495544,0.15281400084495544,16421
2021-22,Mohammed Salisu,4,0,0,0.0,90,DC,Southampton,West Ham,0,0,2021-09-11,6923,2021,0,0.08074279874563217,0,1,0,0.0,0.27837198972702026,0.19762900471687317,16411
2021-22,Mohammed Salisu,3,0,1,0.015394600108265877,90,DC,Newcastle United,Southampton,2,2,2021-08-28,6923,2021,0,0.059642400592565536,0,1,0,0.015394600108265877,0.8709610104560852,0.8709610104560852,16397
2021-22,Mohammed Salisu,2,0,0,0.0,90,DC,Southampton,Manchester United,1,1,2021-08-22,6923,2021,0,0.0,0,0,0,0.0,0.037314798682928085,0.037314798682928085,16392
2021-22,Mohammed Salisu,1,0,1,0.07476489990949631,90,DC,Everton,Southampton,3,1,2021-08-14,6923,2021,0,0.0,0,0,0,0.07476489990949631,0.0,0.0,16380
2021-22,Samuel Kalu,37,0,1,0.31641900539398193,90,FWR,Watford,Leicester,1,5,2022-05-15,6947,2021,0,0.29245299100875854,0,1,0,0.31641900539398193,0.692188024520874,0.08331560343503952,16738
2021-22,Samuel Kalu,36,0,2,0.05894029885530472,86,FWR,Watford,Everton,0,0,2022-05-11,6947,2021,0,0.0,0,0,0,0.05894029885530472,0.0,0.0,16674
2021-22,Samuel Kalu,28,0,0,0.0,43,Sub,Wolverhampton Wanderers,Watford,4,0,2022-03-10,6947,2021,0,0.0,0,0,0,0.0,0.0,0.0,16565
2021-22,Samuel Kalu,28,0,1,0.0172715000808239,1,Sub,Watford,Arsenal,2,3,2022-03-06,6947,2021,0,0.0,0,0,0,0.0172715000808239,0.0172715000808239,0.0,16654
2021-22,Samuel Kalu,-1,0,0,0.0,1,Sub,Bordeaux,Lille,2,3,2021-12-22,6947,2021,0,0.0,0,0,0,0.0,0.0,0.0,18002
2021-22,Samuel Kalu,12,0,1,0.06800439953804016,5,Sub,Metz,Bordeaux,3,3,2021-11-21,6947,2021,0,0.0,0,0,0,0.06800439953804016,0.06800439953804016,0.0,17960
2021-22,Samuel Kalu,10,0,4,0.20355600118637085,42,Sub,Bordeaux,Reims,3,2,2021-10-31,6947,2021,0,0.5048530101776123,1,2,0,0.20355600118637085,0.20355600118637085,0.0,17933
2021-22,Samuel Kalu,8,0,0,0.0,7,Sub,Bordeaux,Nantes,1,1,2021-10-17,6947,2021,0,0.0,0,0,0,0.0,0.0,0.0,17912
2021-22,Samuel Kalu,7,0,0,0.0,57,AMC,Monaco,Bordeaux,3,0,2021-10-03,6947,2021,0,0.0,0,0,0,0.0,0.0,0.0,17906
2021-22,Samuel Kalu,6,0,0,0.0,23,Sub,Bordeaux,Rennes,1,1,2021-09-26,6947,2021,0,0.0,0,0,0,0.0,0.0,0.0,17892
2021-22,Samuel Kalu,-1,1,2,0.43281400203704834,44,Sub,Montpellier,Bordeaux,3,3,2021-09-22,6947,2021,0,0.0,0,0,1,0.43281400203704834,0.5565230250358582,0.12370900064706802,17887
2021-22,Samuel Kalu,3,0,3,0.12936800718307495,42,Sub,Nice,Bordeaux,4,0,2021-08-28,6947,2021,0,0.0,0,0,0,0.12936800718307495,0.08429119735956192,0.0,17853
2021-22,Samuel Kalu,2,0,0,0.0,9,Sub,Bordeaux,Angers,1,1,2021-08-22,6947,2021,0,0.0,0,0,0,0.0,0.0,0.0,17847
2021-22,Samuel Kalu,1,0,0,0.0,13,FW,Marseille,Bordeaux,2,2,2021-08-15,6947,2021,0,0.0,0,0,0,0.0,0.0,0.0,17841
2021-22,Samuel Kalu,-1,0,3,0.3265030086040497,73,AML,Bordeaux,Clermont Foot,0,2,2021-08-08,6947,2021,0,0.0,0,0,0,0.3265030086040497,0.34115201234817505,0.0244865994900465,17828
2021-22,Robin Olsen,38,0,0,0.0,90,GK,Manchester City,Aston Villa,3,2,2022-05-22,6962,2021,0,0.0,0,0,0,0.0,0.07991970330476761,0.07991970330476761,16754
2021-22,William Troost-Ekong,36,0,0,0.0,8,Sub,Crystal Palace,Watford,1,0,2022-05-07,6996,2021,0,0.0,0,0,0,0.0,0.0,0.0,16730
2021-22,William Troost-Ekong,21,0,0,0.0,90,DC,Watford,Tottenham,0,1,2022-01-01,6996,2021,0,0.0,0,0,0,0.0,0.0,0.0,16585
2021-22,William Troost-Ekong,16,0,0,0.0,90,DC,Brentford,Watford,2,1,2021-12-10,6996,2021,0,0.0,0,0,0,0.0,0.027188299223780632,0.027188299223780632,16527
2021-22,William Troost-Ekong,15,0,0,0.0,90,DC,Watford,Manchester City,1,3,2021-12-04,6996,2021,0,0.0,0,0,0,0.0,0.0,0.0,16523
2021-22,William Troost-Ekong,14,0,0,0.0,90,DC,Watford,Chelsea,1,2,2021-12-01,6996,2021,0,0.0,0,0,0,0.0,0.12626700103282928,0.12626700103282928,16509
2021-22,William Troost-Ekong,13,0,1,0.09180139750242233,90,DC,Leicester,Watford,4,2,2021-11-28,6996,2021,0,0.0,0,0,0,0.09180139750242233,0.0,0.0,16502
2021-22,William Troost-Ekong,12,0,0,0.0,23,Sub,Watford,Manchester United,4,1,2021-11-20,6996,2021,0,0.0,0,0,0,0.0,0.0,0.0,16494
2021-22,William Troost-Ekong,10,0,0,0.0,90,DC,Watford,Southampton,0,1,2021-10-30,6996,2021,0,0.0,0,0,0,0.0,0.43804100155830383,0.43804100155830383,16474
2021-22,William Troost-Ekong,9,0,0,0.0,90,DC,Everton,Watford,2,5,2021-10-23,6996,2021,0,0.0,0,0,0,0.0,0.3476110100746155,0.3476110100746155,16461
2021-22,William Troost-Ekong,8,0,0,0.0,90,DC,Watford,Liverpool,0,5,2021-10-16,6996,2021,0,0.0,0,0,0,0.0,0.0,0.0,16455
2021-22,William Troost-Ekong,7,0,0,0.0,90,DC,Leeds,Watford,1,0,2021-10-02,6996,2021,0,0.07055959850549698,0,1,0,0.0,0.07055959850549698,0.0,16440
2021-22,William Troost-Ekong,6,0,1,0.012392000295221806,90,DC,Watford,Newcastle United,1,1,2021-09-25,6996,2021,0,0.0,0,0,0,0.012392000295221806,0.1709039956331253,0.15851199626922607,16427
2021-22,William Troost-Ekong,5,0,0,0.0,90,DC,Norwich,Watford,1,3,2021-09-18,6996,2021,0,0.0,0,0,0,0.0,0.48969998955726624,0.48969998955726624,16418
2021-22,William Troost-Ekong,4,0,0,0.0,90,DC,Watford,Wolverhampton Wanderers,0,2,2021-09-11,6996,2021,0,0.0,0,0,0,0.0,0.013322900049388409,0.013322900049388409,16412
2021-22,William Troost-Ekong,3,0,0,0.0,90,DC,Tottenham,Watford,1,0,2021-08-29,6996,2021,0,0.0,0,0,0,0.0,0.17726600170135498,0.17726600170135498,16404
2021-22,William Troost-Ekong,2,0,0,0.0,90,DC,Brighton,Watford,2,0,2021-08-21,6996,2021,0,0.0,0,0,0,0.0,0.1159759983420372,0.1159759983420372,16391
2021-22,William Troost-Ekong,1,0,0,0.0,90,DC,Watford,Aston Villa,3,2,2021-08-14,6996,2021,0,0.0,0,0,0,0.0,0.1743749976158142,0.1743749976158142,16382
2021-22,Francisco Sierralta,21,0,0,0.0,90,DC,Watford,Tottenham,0,1,2022-01-01,7081,2021,0,0.0,0,0,0,0.0,0.0,0.0,16585
2021-22,Francisco Sierralta,20,0,1,0.03239230066537857,90,DC,Watford,West Ham,1,4,2021-12-28,7081,2021,0,0.0,0,0,0,0.03239230066537857,0.0,0.0,16569
2021-22,Francisco Sierralta,7,0,0,0.0,70,DC,Leeds,Watford,1,0,2021-10-02,7081,2021,0,0.0,0,0,0,0.0,0.015048399567604065,0.015048399567604065,16440
2021-22,Francisco Sierralta,4,0,0,0.0,90,DC,Watford,Wolverhampton Wanderers,0,2,2021-09-11,7081,2021,0,0.0,0,0,0,0.0,0.10449700057506561,0.10449700057506561,16412
2021-22,Francisco Sierralta,3,0,0,0.0,90,DC,Tottenham,Watford,1,0,2021-08-29,7081,2021,0,0.0,0,0,0,0.0,0.17726600170135498,0.17726600170135498,16404
2021-22,Mathias Jensen,38,0,1,0.08627010136842728,60,MC,Brentford,Leeds,1,2,2022-05-22,7166,2021,0,0.29045501351356506,0,3,0,0.08627010136842728,0.3585210144519806,0.0,16747
2021-22,Mathias Jensen,37,0,3,0.5622389912605286,90,MC,Everton,Brentford,2,3,2022-05-15,7166,2021,0,0.09633129835128784,0,2,0,0.5622389912605286,1.3380600214004517,0.679485023021698,16744
2021-22,Mathias Jensen,36,0,2,0.625715970993042,89,MC,Brentford,Southampton,3,0,2022-05-07,7166,2021,0,0.0,0,0,0,0.625715970993042,0.939054012298584,0.3133369982242584,16734
2021-22,Mathias Jensen,35,0,1,0.0432749018073082,18,Sub,Manchester United,Brentford,3,0,2022-05-02,7166,2021,0,0.0,0,0,0,0.0432749018073082,0.0432749018073082,0.0,16722
2021-22,Mathias Jensen,34,0,0,0.0,79,MC,Brentford,Tottenham,0,0,2022-04-23,7166,2021,0,0.08034989982843399,0,2,0,0.0,0.08034989982843399,0.0,16714
2021-22,Mathias Jensen,33,0,0,0.0,14,Sub,Watford,Brentford,1,2,2022-04-16,7166,2021,0,0.0,0,0,0,0.0,0.0,0.0,16698
2021-22,Mathias Jensen,32,0,0,0.0,18,Sub,Brentford,West Ham,2,0,2022-04-10,7166,2021,0,0.0,0,0,0,0.0,0.0409960001707077,0.0409960001707077,16693
2021-22,Mathias Jensen,31,0,0,0.0,6,Sub,Chelsea,Brentford,1,4,2022-04-02,7166,2021,0,0.0,0,0,0,0.0,0.0,0.0,16683
2021-22,Mathias Jensen,30,0,2,0.14521099627017975,90,MC,Leicester,Brentford,2,1,2022-03-20,7166,2021,0,0.014347700402140617,0,1,0,0.14521099627017975,0.19239899516105652,0.04718739911913872,16668
2021-22,Mathias Jensen,29,0,0,0.0,8,Sub,Brentford,Burnley,2,0,2022-03-12,7166,2021,0,0.0,0,0,0,0.0,0.5053619742393494,0.5053619742393494,16657
2021-22,Mathias Jensen,27,0,0,0.0,55,MC,Brentford,Newcastle United,0,2,2022-02-26,7166,2021,0,0.0,0,0,0,0.0,0.0,0.0,16637
2021-22,Mathias Jensen,26,0,0,0.0,43,MC,Arsenal,Brentford,2,1,2022-02-19,7166,2021,0,0.0,0,0,0,0.0,0.019184399396181107,0.019184399396181107,16626
2021-22,Mathias Jensen,25,0,0,0.0,90,MC,Brentford,Crystal Palace,0,0,2022-02-12,7166,2021,0,0.80342698097229,0,2,0,0.0,1.2556400299072266,0.5629330277442932,16616
2021-22,Mathias Jensen,24,0,1,0.016596799716353416,90,MC,Manchester City,Brentford,2,0,2022-02-09,7166,2021,0,0.0,0,0,0,0.016596799716353416,0.0429374985396862,0.026340700685977936,16615
2021-22,Mathias Jensen,23,0,0,0.0,26,MC,Brentford,Wolverhampton Wanderers,1,2,2022-01-22,7166,2021,0,0.06419979780912399,0,1,0,0.0,0.0,0.0,16597
2021-22,Mathias Jensen,22,0,5,0.9997439980506897,69,MC,Brentford,Manchester United,1,3,2022-01-19,7166,2021,0,0.5062459707260132,0,3,0,0.9997439980506897,1.1317399740219116,0.0,16537
2021-22,Mathias Jensen,22,0,0,0.0,14,Sub,Liverpool,Brentford,3,0,2022-01-16,7166,2021,0,0.05210009962320328,0,1,0,0.0,0.05210009962320328,0.0,16589
2021-22,Mathias Jensen,21,0,0,0.0,19,Sub,Southampton,Brentford,4,1,2022-01-11,7166,2021,0,0.3403030037879944,0,1,0,0.0,0.3403030037879944,0.3403030037879944,16551
2021-22,Mathias Jensen,21,0,1,0.033580198884010315,63,MC,Brentford,Aston Villa,2,1,2022-01-02,7166,2021,0,0.03795450180768967,0,2,0,0.033580198884010315,0.11338900029659271,0.0574938990175724,16577
2021-22,Mathias Jensen,20,0,1,0.007581729907542467,90,MC,Brentford,Manchester City,0,1,2021-12-29,7166,2021,0,0.0,0,0,0,0.007581729907542467,0.007581729907542467,0.0,16567
2021-22,Mathias Jensen,19,0,0,0.0,50,MC,Brighton,Brentford,2,0,2021-12-26,7166,2021,0,0.03816239908337593,0,1,0,0.0,0.0,0.0,16557
2021-22,Mathias Jensen,16,0,0,0.0,70,MC,Brentford,Watford,2,1,2021-12-10,7166,2021,0,0.0,0,0,0,0.0,0.06104990094900131,0.06104990094900131,16527
2021-22,Mathias Jensen,15,0,0,0.0,1,Sub,Leeds,Brentford,2,2,2021-12-05,7166,2021,0,0.0,0,0,0,0.0,0.0,0.0,16518
2021-22,Mathias Jensen,14,0,0,0.0,18,Sub,Tottenham,Brentford,2,0,2021-12-02,7166,2021,0,0.0,0,0,0,0.0,0.0911014974117279,0.0911014974117279,16515
2021-22,Mathias Jensen,11,0,1,0.05206479877233505,90,MC,Brentford,Norwich,1,2,2021-11-06,7166,2021,0,0.45788800716400146,0,7,0,0.05206479877233505,0.1758890002965927,0.0,16477
2021-22,Mathias Jensen,10,0,0,0.0,70,MC,Burnley,Brentford,3,1,2021-10-30,7166,2021,0,0.11001700162887573,0,2,0,0.0,0.028478899970650673,0.028478899970650673,16467
2021-22,Mathias Jensen,9,0,0,0.0,90,MC,Brentford,Leicester,1,2,2021-10-24,7166,2021,0,0.13458099961280823,1,3,0,0.0,0.0998063012957573,0.0830783024430275,16457
2021-22,Mathias Jensen,8,0,0,0.0,90,MC,Brentford,Chelsea,0,1,2021-10-16,7166,2021,0,0.02568110078573227,0,1,0,0.0,0.1161549985408783,0.1161549985408783,16448
2021-22,Mathias Jensen,7,0,1,0.12937800586223602,62,Sub,West Ham,Brentford,1,2,2021-10-03,7166,2021,0,0.01627280004322529,0,1,0,0.12937800586223602,0.12937800586223602,0.0,16444
2021-22,Mathias Jensen,4,0,0,0.0,17,Sub,Brentford,Brighton,0,1,2021-09-11,7166,2021,0,0.0,0,0,0,0.0,0.0,0.0,16408
2021-22,Mathias Jensen,3,0,0,0.0,9,Sub,Aston Villa,Brentford,1,1,2021-08-28,7166,2021,0,0.09271640330553055,0,2,0,0.0,0.07428490370512009,0.0,16399
2021-22,Oliver Skipp,23,0,0,0.0,30,Sub,Chelsea,Tottenham,2,0,2022-01-23,7198,2021,0,0.13339099287986755,0,2,0,0.0,0.13339099287986755,0.056275300681591034,16598
2021-22,Oliver Skipp,22,0,1,0.023056700825691223,90,MC,Leicester,Tottenham,2,3,2022-01-19,7198,2021,0,0.0,0,0,0,0.023056700825691223,1.4238200187683105,1.4238200187683105,16540
2021-22,Oliver Skipp,21,0,0,0.0,71,MC,Watford,Tottenham,0,1,2022-01-01,7198,2021,0,0.06125659868121147,0,1,0,0.0,0.21287000179290771,0.1516129970550537,16585
2021-22,Oliver Skipp,19,0,1,0.0443326011300087,90,MC,Tottenham,Crystal Palace,3,0,2021-12-26,7198,2021,0,0.14378200471401215,0,1,0,0.0443326011300087,2.1409900188446045,1.9528700113296509,16563
2021-22,Oliver Skipp,18,0,0,0.0,23,Sub,Tottenham,Liverpool,2,2,2021-12-19,7198,2021,0,0.0,0,0,0,0.0,0.0,0.0,16552
2021-22,Oliver Skipp,15,0,2,0.07897509634494781,90,MC,Tottenham,Norwich,3,0,2021-12-05,7198,2021,0,0.0,0,0,0,0.07897509634494781,0.4635069966316223,0.38453200459480286,16522
2021-22,Oliver Skipp,14,0,0,0.0,90,MC,Tottenham,Brentford,2,0,2021-12-02,7198,2021,0,0.38563498854637146,0,2,0,0.0,0.8434320092201233,0.4577980041503906,16515
2021-22,Oliver Skipp,11,0,0,0.0,90,MC,Everton,Tottenham,0,0,2021-11-07,7198,2021,0,0.03882160037755966,0,2,0,0.0,0.06179260089993477,0.02297089993953705,16481
2021-22,Oliver Skipp,10,0,0,0.0,67,DMC,Tottenham,Manchester United,0,3,2021-10-30,7198,2021,0,0.0,0,0,0,0.0,0.04888730123639107,0.04888730123639107,16473
2021-22,Oliver Skipp,9,0,0,0.0,90,DMC,West Ham,Tottenham,1,0,2021-10-24,7198,2021,0,0.0,0,0,0,0.0,0.0,0.0,16465
